state,statefip,cbsa,cbsacode,metpop10,cbsacity,cbsacitypop,pumaname,pumanum,pumapop,pumacity,pumacitypop,geodensity,simpledensity,princity,princitypop,altmetro
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Mecklenburg County (South)--Matthews Town (South) PUMA, North Carolina",3108,136114,S Matthews,,1682,1554,Charlotte,874579,5 Core City
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA; North Carolina",3200,155914,Concord,105240,1225,1153,Concord,105240,3 Small City
NC,37,"Albemarle, NC",10620,279610,Albemarle,16432,"Stanley & Cabarrus (East) Counties PUMA, North Carolina",3300,117741,Albemarle,16432,218,184,Albemarle,16432,1 Rural
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Rowan County PUMA, North Carolina",3400,140969,Salisbury,35540,429,274,No Principal City,,2 Town
NC,37,"Winston-Salem, NC",49180,640595,Winston-Salem,249545,"Davidson County PUMA, North Carolina",3500,166822,Lexington,19632,420,299,No Principal City,,2 Town
NC,37,"Greensboro-High Point, NC",24660,723801,Greensboro,299035,"Randolph County PUMA, North Carolina",3600,143460,Asheboro,27156,293,183,No Principal City,,2 Town
NC,37,"Pinehurst-Southern Pines, NC",38240,66915,Pinehurst,17581,"Moore & Montgomery Counties PUMA, North Carolina",3700,126486,Pinehurst,17581,147,105,Pinehurst,17581,2 Town
NC,37,"Fayetteville, NC",22180,114678,Fayetteville,208501,"Harnett County PUMA, North Carolina",3800,134257,Dunn,8446,238,222,No Principal City,,1 Rural
NC,37,Not in a CBSA,,61018,Not in a CBSA,,"Sampson & Duplin Counties PUMA, North Carolina",3900,122264,Clinton,8383,82,69,No Principal City,,1 Rural
NC,37,"Goldsboro, NC",24140,122623,Goldsboro,33657,"Wayne County PUMA, North Carolina",4000,123753,Goldsboro,33657,338,223,Goldsboro,33657,2 Town
NC,37,"Kinston, NC",28820,95119,Kinston,19900,"Lenoir, Onslow (North) & Jones Counties PUMA; North Carolina",4100,111524,Kinston,19900,156,87,Kinston,19900,1 Rural
NC,37,"Greenville, NC",24780,168148,Greenville,87521,"Pitt County--Greenville City PUMA, North Carolina",4200,179961,Greenville,87521,698,274,Greenville,87521,3 Small City
NC,37,"New Bern, NC",35100,126802,New Bern,31291,"Craven County PUMA, North Carolina",4300,102290,New Bern,31291,293,145,New Bern,31291,2 Town
NC,37,"Morehead City, NC",33980,62768,Morehead City,9556,"Carteret, Beaufort & Pamlico Counties PUMA; North Carolina",4400,129134,Morehead City,9556,189,77,Morehead City,9556,1 Rural
NC,37,"Jacksonville, NC",27340,177772,Jacksonville,72723,"Onslow County (South)--Jacksonville City PUMA, North Carolina",4500,152656,Jacksonville,72723,833,414,Jacksonville,72723,3 Small City
NC,37,"Wilmington, NC",48900,254884,Wilmington,115451,"Pender & New Hanover (North) Counties PUMA, North Carolina",4600,122687,Hampstead,7016,290,122,No Principal City,,2 Town
NC,37,"Wilmington, NC",48900,254884,Wilmington,115451,"New Hanover County (South)--Wilmington City PUMA, North Carolina",4700,170652,Wilmington,115451,2004,1887,Wilmington,115451,3 Small City
NC,37,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,376722,Wilmington,115451,"Brunswick County PUMA, North Carolina",4800,137303,Leland,22908,223,155,Wilmington,115451,4 Satellite
NC,37,"Lumberton, NC",31300,54751,Lumberton,19025,"Columbus, Bladen & Robeson (East) Counties PUMA; North Carolina",4900,102618,Whiteville,4766,69,51,No Principal City,,1 Rural
NC,37,"Fayetteville, NC",22180,366383,Fayetteville,208501,"Cumberland County (Central)--Fayetteville City (Central & East) PUMA, North Carolina",5001,108983,C & E Fayetteville,,2195,1998,Fayetteville,208501,5 Core City
NC,37,"Fayetteville, NC",22180,366383,Fayetteville,208501,"Cumberland County (East)--Hope Mills & Spring Lake Towns PUMA, North Carolina",5002,115472,Hope Mills,17808,422,227,No Principal City,,2 Town
NC,37,"Fayetteville, NC",22180,366383,Fayetteville,208501,"Cumberland County (West)--Fayetteville City (West) PUMA, North Carolina",5003,110085,W Fayetteville,,2070,1144,Fayetteville,208501,5 Core City
NC,37,"Lumberton, NC",31300,134168,Lumberton,19025,"Robeson County (West)--Lumberton City PUMA, North Carolina",5100,117928,Lumberton,19025,225,158,Lumberton,19025,1 Rural
NC,37,"Laurinburg, NC",29900,91597,Laurinburg,14978,"Hoke, Richmond & Scotland Counties PUMA; North Carolina",5200,134270,Laurinburg,14978,230,113,Laurinburg,14978,1 Rural
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,801780,Charlotte,874579,"Union (East) & Anson Counties--Monroe City PUMA, North Carolina",5300,121480,Monroe,34562,193,117,Charlotte,874579,4 Satellite
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Union County (West)--Indian Trail & Stallings Towns PUMA, North Carolina",5400,138724,Indian Trail,39997,964,1037,Charlotte,874579,4 Satellite
ND,38,"Minot, ND",33500,23690,Minot,48377,"West North Dakota--Minot City PUMA, North Dakota",100,215210,Minot,48377,73,7,Minot,48377,2 Town
ND,38,"Jamestown, ND",27420,9713,Jamestown,15849,"East Central North Dakota--Jamestown City PUMA, North Dakota",200,122787,Jamestown,15849,34,6,Jamestown,15849,1 Rural
ND,38,"Bismarck, ND",13900,81996,Bismarck,73622,"South Central North Dakota--Bismarck City PUMA, North Dakota",300,136635,Bismarck,73622,333,16,Bismarck,73622,3 Small City
ND,38,"Grand Forks, ND-MN",24220,37096,Grand Forks,59166,"Northeast North Dakota--Grand Forks City PUMA, North Dakota",400,105825,Grand Forks,59166,243,12,Grand Forks,59166,3 Small City
ND,38,"Fargo, ND-MN",22020,208777,Fargo,125990,"Cass County--Fargo City PUMA, North Dakota",500,179937,Fargo,125990,1330,100,Fargo,125990,3 Small City
NE,31,"Scottsbluff, NE",42420,12198,Scottsbluff,14436,"North Central & Northwest Nebraska PUMA, Nebraska",100,106971,Scottsbluff,14436,34,4,Scottsbluff,14436,1 Rural
NE,31,"Norfolk, NE",35740,25496,Norfolk,24955,"Northeast Nebraska PUMA, Nebraska",200,181780,Norfolk,24955,82,20,Norfolk,24955,2 Town
NE,31,"Grand Island, NE",24260,42260,Grand Island,53131,"Central Nebraska PUMA, Nebraska",300,109002,Grand Island,53131,142,12,Grand Island,53131,3 Small City
NE,31,"North Platte, NE",35820,15232,North Platte,23390,"Southwest Nebraska PUMA, Nebraska",400,102776,North Platte,23390,62,6,North Platte,23390,2 Town
NE,31,"Kearney, NE",28260,24991,Kearney,33790,"South Central Nebraska PUMA, Nebraska",500,117017,Kearney,33790,128,21,Kearney,33790,2 Town
NE,31,"Beatrice, NE",13100,16229,Beatrice,12261,"Southeast Nebraska PUMA, Nebraska",600,136120,Beatrice,12261,48,18,Beatrice,12261,1 Rural
NE,31,"Omaha-Council Bluffs, NE-IA",36540,280525,Omaha,486051,"Dodge, Cass, Saunders & Washington Counties PUMA; Nebraska",701,104489,Fremont,27141,129,47,Fremont,27141,2 Town
NE,31,"Omaha-Council Bluffs, NE-IA",36540,865350,Omaha,486051,"Sarpy County--Bellevue City PUMA, Nebraska",702,183956,Bellevue,64176,1674,758,Omaha,486051,4 Satellite
NE,31,"Lincoln, NE",30700,302157,Lincoln,291082,"Lancaster County--Lincoln City (North) PUMA, Nebraska",801,167983,N Lincoln,,2565,418,Lincoln,291082,5 Core City
NE,31,"Lincoln, NE",30700,302157,Lincoln,291082,"Lancaster County--Lincoln City (South) PUMA, Nebraska",802,147993,S Lincoln,,1922,334,Lincoln,291082,5 Core City
NE,31,"Omaha-Council Bluffs, NE-IA",36540,865350,Omaha,486051,"Douglas County--Omaha City (Northwest) PUMA, Nebraska",901,188137,NW Omaha,,2320,1073,Omaha,486051,5 Core City
NE,31,"Omaha-Council Bluffs, NE-IA",36540,865350,Omaha,486051,"Douglas County--Omaha City (Southwest) PUMA, Nebraska",902,152840,SW Omaha,,2966,1829,Omaha,486051,5 Core City
NE,31,"Omaha-Council Bluffs, NE-IA",36540,865350,Omaha,486051,"Douglas County--Omaha City (Northeast) PUMA, Nebraska",903,114061,NE Omaha,,4020,2377,Omaha,486051,5 Core City
NE,31,"Omaha-Council Bluffs, NE-IA",36540,865350,Omaha,486051,"Douglas County--Omaha City (Southeast) PUMA, Nebraska",904,110701,SE Omaha,,4769,4282,Omaha,486051,5 Core City
NH,33,"Lebanon, NH-VT",30100,137405,Lebanon,14282,"Northern New Hampshire--Grafton & Coos Counties PUMA, New Hampshire",100,121808,Lebanon,14282,82,35,Lebanon,14282,1 Rural
NH,33,"Manchester-Nashua, NH",31700,64560,Manchester,115644,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA; New Hampshire",200,125381,Peterborough,3090,130,83,No Principal City,,1 Rural
NH,33,"Boston-Cambridge-Newton, MA-NH",14460,3811819,Boston,675647,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA; New Hampshire",300,156630,Dover,32741,531,295,No Principal City,,2 Town
NH,33,"Concord, NH",18180,146445,Concord,43976,"Central New Hampshire--Merrimack County (Central)--Concord City PUMA, New Hampshire",400,114895,Concord,43976,296,171,Concord,43976,2 Town
NH,33,"Keene, NH",28300,112415,Keene,23047,"Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA, New Hampshire",500,119213,Keene,23047,153,96,Keene,23047,2 Town
NH,33,"Manchester-Nashua, NH",31700,400721,Manchester,115644,"Hillsborough County (Western) PUMA, New Hampshire",600,110054,Milford,9212,291,191,No Principal City,,1 Rural
NH,33,"Boston-Cambridge-Newton, MA-NH",14460,1436934,Boston,675647,"Outer Manchester City PUMA, New Hampshire",700,159370,Derry,22879,482,355,No Principal City,,2 Town
NH,33,"Manchester-Nashua, NH",31700,400721,Manchester,115644,"Manchester City PUMA, New Hampshire",800,112441,Manchester,115644,4612,3387,Manchester,115644,3 Small City
NH,33,"Manchester-Nashua, NH",31700,400721,Manchester,115644,"Hillsborough County (Southeastern)--Greater Nashua City PUMA, New Hampshire",900,137146,Nashua,91322,1974,1358,Nashua,91322,3 Small City
NH,33,"Boston-Cambridge-Newton, MA-NH",14460,4552402,Boston,675647,"Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA, New Hampshire",1000,198294,Portsmouth,21956,688,545,No Principal City,,2 Town
NJ,34,"Atlantic City-Hammonton, NJ",12100,274549,Atlantic City,38497,"Atlantic County (East)--Atlantic City & Ventnor City PUMA, New Jersey",101,107875,Atlantic City,38497,2701,891,Atlantic City,38497,2 Town
NJ,34,"Atlantic City-Hammonton, NJ",12100,274549,Atlantic City,38497,"Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town PUMA, New Jersey",102,146525,Pleasantville,20629,681,343,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Bergen County (South Central)--Hackensack & Englewood (West) Cities PUMA, New Jersey",301,112818,Hackensack,46030,9042,8444,NY suburbs in Bergen Co,930390,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA; New Jersey",302,121225,Rutherford,18834,6182,4603,NY suburbs in Bergen Co,930390,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs PUMA; New Jersey",303,144250,Fort Lee,40191,14012,11606,NY suburbs in Bergen Co,930390,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough PUMA; New Jersey",304,122878,Fair Lawn,34927,8900,8288,NY suburbs in Bergen Co,930390,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs PUMA; New Jersey",305,104865,Tenafly,15409,2604,2305,NY suburbs in Bergen Co,930390,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs PUMA; New Jersey",306,106089,Ramsey,14798,2146,1703,NY suburbs in Bergen Co,930390,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA; New Jersey",307,114569,Bergenfield,28321,6129,5270,NY suburbs in Bergen Co,930390,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs PUMA; New Jersey",308,104581,Ridgewood,25979,3249,2868,NY suburbs in Bergen Co,930390,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Passaic County (Southeast)--Paterson City PUMA, New Jersey",400,145484,Paterson,159732,19234,17288,NY suburbs in Passaic Co,502997,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Passaic County (South)--Passaic & Clifton (Southeast) Cities PUMA, New Jersey",501,138031,Passaic,70537,15440,12481,NY suburbs in Passaic Co,502997,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest) PUMA, New Jersey",502,110348,Hawthorne,19637,4452,3812,NY suburbs in Passaic Co,502997,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs PUMA; New Jersey",503,108164,Ringwood,11735,1313,795,NY suburbs in Passaic Co,502997,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Hudson County (Central)--Jersey City (North) PUMA, New Jersey",601,139784,N Jersey City,,30296,22131,NY suburbs in Hudson Co,670046,5 Core City
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Hudson County (Central)--Jersey City (South) PUMA, New Jersey",602,115457,S Jersey City,,24361,14478,NY suburbs in Hudson Co,670046,5 Core City
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA; New Jersey",701,145910,West New York,52912,25813,11984,NY suburbs in Hudson Co,670046,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Hudson County (Northeast)--Union City & Hoboken Cities PUMA, New Jersey",702,136112,Union City,68589,45586,40538,NY suburbs in Hudson Co,670046,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns PUMA; New Jersey",703,134660,Bayonne,71686,13903,8118,NY suburbs in Hudson Co,670046,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Hunterdon County PUMA, New Jersey",800,125063,Flemington,4876,410,292,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Middlesex County (Southeast) PUMA, New Jersey",901,118740,Old Bridge,27210,1944,1444,NY suburbs in Middlesex Co,712683,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Middlesex County (Southwest) PUMA, New Jersey",902,112807,Princeton Meadows,14776,2054,1365,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs PUMA, New Jersey",903,109844,South Plainfield,24338,3912,3186,NY suburbs in Middlesex Co,712683,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Middlesex County (North Central)--Metuchen Borough PUMA, New Jersey",904,108755,Metuchen,15049,4343,3448,NY suburbs in Middlesex Co,712683,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Middlesex County (Northeast)--Carteret Borough PUMA, New Jersey",905,109037,Carteret,25326,5271,4754,NY suburbs in Middlesex Co,712683,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs PUMA; New Jersey",906,153249,New Brunswick,55266,6571,4950,NY suburbs in Middlesex Co,712683,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Middlesex County (East Central)--Perth Amboy City & Sayreville Borough PUMA, New Jersey",907,112595,Perth Amboy,55436,6525,4740,NY suburbs in Middlesex Co,712683,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Somerset County (North & West) PUMA, New Jersey",1001,107724,Martinsville,12147,968,685,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Somerset County (South) PUMA, New Jersey",1002,108458,Somerset,22968,1471,1080,NY suburbs in Somerset Co,222283,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Somerset County (Central)--North Plainfield & Somerville Boroughs PUMA, New Jersey",1003,113969,North Plainfield,22808,3535,2543,NY suburbs in Somerset Co,222283,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Monmouth County (Southeast)--Tinton Falls Borough (South) PUMA, New Jersey",1101,100395,S Tinton Falls,,2574,1728,No Principal City,,5 Core City
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Monmouth County (Southwest)--Freehold Borough PUMA, New Jersey",1102,108229,Freehold,12538,1220,692,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough PUMA; New Jersey",1103,103724,Long Branch,31667,4120,3159,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs PUMA, New Jersey",1104,99304,Red Bank,12936,2705,2068,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Monmouth County (Northwest)--Keansburg Borough PUMA, New Jersey",1105,106007,Keansburg,9755,2823,2105,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Monmouth County (Central) PUMA, New Jersey",1106,103162,Robertsville,11399,1228,845,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Ocean County (South) PUMA, New Jersey",1201,122625,Ocean Acres,18185,781,467,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Ocean County (Central)--Beachwood Borough PUMA, New Jersey",1202,110362,Beachwood,10859,2460,1679,No Principal City,,2 Town
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Ocean County (North Central) PUMA, New Jersey",1203,149716,Lakewood,69398,3939,3145,Lakewood,69398,3 Small City
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Ocean County (Northwest) PUMA, New Jersey",1204,112295,Pine Lake Park,8913,966,505,NY suburbs in Ocean Co,217772,4 Satellite
NJ,34,"New York-Newark-Jersey City, NY-NJ-PA",35620,19567410,New York,8804190,"Ocean County (Northeast)--Point Pleasant Borough PUMA, New Jersey",1205,107020,Point Pleasant,18941,3282,3008,NY suburbs in Ocean Co,217772,4 Satellite
